1.625,1.6742,2.2306,2.3486,2.3658,2.8247,2.9467,3.0567,3.2462,3.2864,3.2998,3.3037,3.3336,3.3442,3.4313,3.4599,3.587,3.7918,3.8569,3.9934,4.0149,4.031,4.0579,4.175,4.1863,4.2026,4.3104,4.3226,4.3561,4.385,4.3881,4.5469,4.6751,4.718,4.7821,4.7827,4.9132,5.0031,5.0934,5.147,5.2625,5.2948,5.4914,5.5321,5.5605,5.6926,6.0002,6.1264,6.4596,6.5328
1.0887,2.0154,2.0842,2.1253,2.2021,2.3359,2.5132,2.9249,3.4665,3.5591,3.8545,4.1002,4.9257,4.9406,5.0031,5.2613,5.2645,5.2849,5.3406,5.8934,5.9617,6.0779,6.1272,6.3092,6.4008,6.4833,6.6409,6.6478,6.7559,6.793,7.0095,7.0551,7.1135,7.2372,7.4414,7.597,7.7013,7.7589,7.824,7.8971,8.2293,8.4613,8.5181,8.7393,8.7826,8.8857,9.0864,9.3993,9.4835,9.7546
1.7016,1.8058,2.06,2.1447,2.4253,2.7145,2.7279,2.751,2.7689,2.8861,3.1511,3.229,3.361,3.4843,3.8344,3.8545,3.9201,3.9675,3.9758,3.9892,4.0149,4.1893,4.4627,4.5243,4.5799,4.5873,4.6814,4.887,5.0161,5.289,5.4926,5.8658,5.9216,6.4241,6.5387,6.6675,6.7105,6.8015,7.0818,7.212,7.2225,7.3373,7.3499,7.5527,7.953,8.1799,8.38,8.4454,8.8307,9.0486
1.5843,2.0708,2.2373,2.6065,3.0267,3.3348,3.3496,3.3669,3.6609,3.6832,3.7866,3.8324,3.8905,4.0463,4.1362,4.3561,5.0927,5.2176,5.2367,5.3195,5.4926,5.7447,5.7515,5.9221,6.1639,6.345,6.3525,6.4103,6.4786,6.6421,6.6786,6.7093,6.8522,6.8778,7.0553,7.4909,7.6588,7.6591,7.7648,7.7655,7.8699,7.9496,7.9942,8.0702,8.2933,8.3309,8.3488,8.4613,8.5797,9.0075
1.4238,1.5843,2.4124,2.5138,2.5572,2.6134,2.7883,2.9691,3.0751,3.2008,3.299,3.3486,3.587,3.6099,3.6663,3.8238,3.9201,3.9457,4.032,4.229,4.675,4.9698,5.0601,5.0763,5.232,5.4977,5.5139,5.6365,5.9386,6.3151,6.466,6.4967,6.5133,6.5288,6.5369,6.6773,6.6797,6.7787,6.8467,6.9215,7.009,7.0416,7.0551,7.2221,7.3487,7.3868,7.4422,7.7397,8.1167,8.5156
1.7452,2.0374,2.4253,2.5132,2.7648,3.0185,3.0448,3.1811,3.2747,3.3672,3.4047,3.4545,4.0266,4.3777,4.4502,4.7877,4.8242,4.931,5.0203,5.2152,5.3237,5.4914,5.5402,5.6021,5.9137,6.2144,6.2879,6.3151,6.3415,6.418,6.8906,7.0286,7.2588,7.7184,7.7274,7.8699,7.9349,7.9476,8.3696,8.4658,8.4876,8.5872,8.6935,8.873,9.1272,9.5492,9.6551,9.7424,10.111,10.16
1.8607,2.2069,2.4497,2.5584,2.565,2.9874,3.0769,3.12,3.2397,3.2983,3.2998,3.5591,3.663,3.85,3.9859,4.0181,4.133,4.2679,4.2863,4.3863,4.4844,4.7087,4.7856,4.8242,4.887,4.9074,4.9366,5.2041,5.4964,5.4969,5.5255,5.5342,5.8421,5.8465,5.9946,6.1456,6.1728,6.1817,6.2422,6.4086,6.4967,6.5299,6.6642,6.6899,6.6972,7.0093,7.1202,7.1269,7.21,7.4909
0.72471,1.6466,1.8607,1.8616,2.2021,2.51,2.5578,2.6822,2.9755,3.1788,3.1811,3.4995,3.9758,4.1863,4.2235,4.2477,4.2639,4.2749,4.3321,4.6896,4.8322,4.9085,4.9734,5.0573,5.3523,5.4967,5.6501,5.7814,5.8644,5.9796,5.9867,6.1482,6.1702,6.258,6.4013,6.5145,6.6773,6.736,6.9423,6.9491,6.9905,7.423,7.4751,7.5025,7.8275,7.8415,7.8486,7.9496,8.1625,8.5052
1.3536,1.6466,1.9918,2.0235,2.0386,2.2069,2.3574,2.4505,2.701,2.751,2.8393,2.9249,2.9467,2.9599,3.0448,3.1155,3.2421,3.2999,3.5747,3.6394,4.3759,4.4629,4.4671,4.4871,4.5783,4.636,4.7004,4.733,4.7523,4.895,4.8985,4.999,5.0601,5.1307,5.1578,5.3466,5.4444,5.6556,6.1156,6.1175,6.1543,6.176,6.345,6.348,6.7244,6.7343,6.7441,6.9413,7.0992,7.4708
1.5378,1.8941,2.4497,2.9703,3.0492,3.3497,3.6578,4.2235,4.3226,4.3296,4.4629,4.6299,4.8157,4.8232,4.8357,4.8692,4.8949,5.0016,5.1131,5.1185,5.3007,5.3818,5.4897,5.5998,5.6082,5.8796,5.8934,5.935,6.0021,6.2068,6.2481,6.2911,6.3681,6.5169,6.7489,6.8512,7.0818,7.1139,7.2588,7.294,7.4069,7.4096,7.4235,7.7264,7.7397,7.9303,8.2594,8.3309,8.8235,8.9164
1.7386,1.8058,2.4335,2.8837,3.3672,3.5768,3.8545,4.0815,4.1669,4.229,4.3568,4.4301,4.4871,4.524,4.5793,4.6573,4.6644,4.8957,4.9469,5.3406,5.4965,5.523,5.5321,5.5824,5.6501,5.6918,5.7176,5.7515,5.8558,6.0941,6.6642,6.6688,6.8998,6.9477,7.4346,7.6332,7.7097,8.5865,8.5906,8.731,8.8235,8.8308,8.9412,9.0226,9.2403,9.4021,9.5958,9.6187,10.196,10.614
1.7386,2.0737,2.1131,2.1447,2.5572,2.6329,2.9174,3.2264,3.3885,3.457,3.8723,4.0463,4.0606,4.0885,4.3036,4.3759,4.4121,4.4502,4.4889,4.5469,4.8757,4.9245,5.0378,5.1636,5.2454,5.3186,5.3504,5.4286,5.4761,5.8013,5.8644,5.9365,5.954,5.9617,6.2179,6.4086,7.3798,7.4568,7.9148,7.9636,7.9924,8.0418,8.0573,8.0686,8.159,8.1649,8.2594,8.3495,8.9073,9.6476
1.3798,1.625,1.6572,2.2687,2.3713,2.3883,2.6472,2.6897,2.6959,2.701,2.7407,2.7883,2.8069,3.2078,3.229,3.3885,3.4517,3.7866,3.8147,3.85,3.8673,3.9388,3.9956,4.1519,4.1577,4.2504,4.2749,4.3178,4.524,4.5776,4.6285,4.6816,4.7191,4.7833,4.8793,4.9108,4.9111,4.9223,4.9638,5.0203,5.1185,5.1214,5.1556,5.2849,5.3133,5.4763,5.5068,5.6777,5.703,6.2832
2.0609,2.2955,2.5177,2.6913,3.1026,3.5586,3.6193,3.7725,3.826,3.8861,4.0665,4.1252,4.579,4.6299,5.147,5.1639,5.2567,5.2593,5.6777,5.6921,5.9625,6.119,6.1456,6.2635,6.6968,6.6998,6.8778,7.006,7.0992,7.1401,7.1802,7.2221,7.2838,7.5866,7.8275,7.856,7.9052,8.1458,8.4886,8.6941,8.8207,8.8307,8.9073,8.9469,9.2468,9.2816,9.3993,9.401,10.111,10.196
1.3798,1.5332,1.7951,2.2306,2.3071,2.7934,2.872,3.1025,3.3486,3.3786,3.4131,3.4305,3.5896,3.6394,3.6491,3.6663,3.6942,3.6968,3.7494,3.7971,3.8324,4.0501,4.1499,4.173,4.1757,4.2679,4.3826,4.4121,4.5243,4.5575,4.579,4.6645,4.7019,4.7122,4.731,4.7594,4.8949,5.0573,5.24,5.3075,5.3573,5.3973,5.4242,5.4871,5.5491,5.6918,5.8318,6.0716,6.2144,6.4008
1.2614,1.7452,1.8616,2.3359,2.3574,2.7822,2.8388,3.1467,3.179,3.2523,3.361,3.663,3.732,4.0218,4.486,4.6573,4.8058,4.8793,4.9226,5.0187,5.2625,5.3376,5.3431,5.3504,5.6817,5.8318,6.0021,6.0834,6.0924,6.4571,6.4894,6.6741,6.8467,6.8735,7.1279,7.3435,7.4046,7.7871,8.1811,8.2571,8.2933,8.3536,8.396,8.4857,8.5577,8.764,8.9702,9.0249,9.2816,9.8232
0.72471,1.2614,2.0235,2.0842,2.565,2.694,2.7648,2.8782,2.8793,3.0084,3.4141,3.6692,3.9675,4.2918,4.6388,4.7029,4.7191,4.7827,4.8692,4.9421,5.1151,5.1416,5.3402,5.523,5.5235,5.5491,5.8832,5.9191,5.9365,5.9663,6.3892,6.5899,6.8029,6.8298,6.8689,6.8917,7.009,7.029,7.5142,7.5791,7.6794,8.0056,8.0357,8.2123,8.2721,8.3081,8.3488,8.4886,8.7072,9.1792
1.5334,1.5378,1.9836,2.0721,2.8666,3.1446,3.2397,3.5586,3.9181,4.0538,4.173,4.3104,4.3689,4.5033,4.5927,4.7523,4.7833,4.8504,4.8831,4.9085,5.0304,5.1874,5.3092,5.3177,5.5235,5.6679,5.6981,5.8594,5.928,6.273,6.3589,6.4532,6.4894,6.6033,6.6391,6.7422,6.793,6.8076,6.9009,6.9317,7.071,7.212,7.2525,7.273,7.3487,7.7184,7.7648,8.0573,8.8308,8.9086
1.7016,1.9923,2.0737,2.142,2.4335,2.5356,2.6897,2.8393,2.9522,3.2871,3.3139,3.4047,3.4099,3.4185,3.4661,3.4993,3.6429,3.6491,3.6663,3.732,3.7715,3.9022,4.031,4.2639,4.2918,4.3133,4.9257,4.9366,4.9572,5.0927,5.1173,5.3033,5.3322,5.435,5.9981,6.3401,6.3411,6.3997,6.6391,6.7766,6.8512,6.9729,6.9961,7.0984,7.2564,7.4232,7.9928,8.1241,8.1458,8.4161
1.5332,1.835,2.8069,2.9141,2.9166,3.068,3.0796,3.2914,3.3442,3.3546,3.39,3.6066,3.6609,3.8238,3.826,3.8943,3.9691,4.1562,4.1737,4.2868,4.3103,4.3738,4.3946,4.577,4.5927,4.6703,4.795,4.9437,4.9572,5.1578,5.247,5.4286,5.5094,5.5255,5.5998,5.7571,5.9216,6.0469,6.107,6.2359,6.3488,6.4384,6.5145,6.7843,6.8998,7.029,7.3435,7.5057,7.7274,7.8971
1.3536,1.9923,2.1875,2.2008,2.2578,2.3713,2.6822,2.7279,2.8388,2.8727,2.8782,3.1025,3.12,3.1496,3.3037,3.3427,3.4164,3.4511,3.4545,3.5737,3.5776,3.8504,3.8723,3.9924,4.1002,4.1669,4.263,4.577,4.675,4.7347,4.8699,4.8831,5.0016,5.303,5.3032,5.3203,5.3749,5.5436,5.7796,5.9221,6.146,6.2007,6.23,6.2593,6.512,6.5224,6.8065,7.006,7.0422,7.5387
1.7838,2.0721,2.5177,2.6467,3,3.0492,4.1558,4.1899,4.2865,4.2965,5.2041,5.212,5.247,5.2754,5.3973,5.6517,5.6926,6.0045,6.2832,6.4689,6.7343,6.8065,6.8136,6.8634,6.9145,6.9491,7.1751,7.1943,7.202,7.2684,7.5791,7.7479,7.7509,7.9905,8.0477,8.0635,8.2905,8.4161,8.5156,8.5577,8.5797,8.7393,8.82,8.8536,8.9991,9.0486,9.6476,9.7424,10.363,10.614
1.3701,1.5334,1.7838,1.889,2.2955,2.9703,3.0724,3.6066,3.6942,3.9205,3.9729,3.9973,4.2147,4.3863,4.3881,4.6548,4.6816,4.7268,4.9192,5.0678,5.2965,5.303,5.3767,5.4444,5.6037,5.6374,5.8121,5.9248,5.9796,6.0423,6.2967,6.5649,6.5727,6.5899,6.6364,6.6597,6.7766,6.9215,7.0553,7.1627,7.4046,7.4365,7.4385,7.5527,7.612,7.824,7.9924,8.4658,8.8494,9.0226
1.5551,1.6572,1.7951,1.8699,2.142,2.2578,2.64,2.9166,3.0334,3.2008,3.2264,3.2462,3.2999,3.399,3.4843,3.5529,3.6442,3.6798,3.807,3.8549,4.1362,4.3568,4.5701,4.681,4.7087,4.7717,4.8088,4.8106,4.8322,4.9173,4.936,4.9598,5.0154,5.0187,5.047,5.0678,5.1151,5.1427,5.2152,5.3177,5.935,6.021,6.0258,6.0779,6.2635,6.3072,6.3586,6.4818,6.5015,6.8136
1.835,2.872,3.0172,3.0267,3.1367,3.399,3.6099,3.7533,3.8147,4.0882,4.1865,4.2623,4.4873,4.579,4.5967,4.718,4.9566,4.9735,5.2593,5.2965,5.3033,5.3122,5.3186,5.4194,5.5436,5.6575,5.748,5.8232,5.9758,6.1797,6.348,6.3589,6.4241,6.5973,6.5993,6.668,6.9145,6.9477,7.1269,7.2452,7.3318,7.4069,7.7034,7.8307,7.8486,8.2721,8.3536,8.4876,8.7674,9.0864
1.3701,1.8588,2.0609,2.3716,2.6467,2.8666,3.068,3.6663,4.0748,4.2406,4.3296,4.4873,4.5457,4.7735,4.814,4.9108,4.9132,5.0154,5.0333,5.3557,5.483,5.4969,5.5383,5.7713,5.7796,6.0072,6.176,6.2174,6.2953,6.3144,6.5667,6.6028,6.6786,6.7787,6.9423,6.9729,6.998,7.0024,7.4354,7.504,7.5142,7.953,8.0418,8.1811,8.328,8.422,8.7826,8.9761,9.1272,9.2403
1.5551,2.5138,2.5356,2.6329,2.6472,2.7934,3.0172,3.1445,3.2738,3.2801,3.3348,3.39,3.5776,3.6264,3.8344,3.8839,4.0815,4.2026,4.2197,4.3677,4.5783,4.6185,4.7165,4.7609,4.9411,5.065,5.183,5.5067,5.5481,5.7645,5.9137,6.0072,6.0924,6.1541,6.1702,6.1728,6.2371,6.2967,6.3892,6.6916,6.7422,6.9068,7.0516,7.1135,7.1401,7.2752,7.3111,7.4096,7.7047,8.0635
1.8699,2.0254,2.1875,2.3071,2.5018,2.6959,3.1805,3.2421,3.2548,3.2773,3.2801,3.2871,3.2914,3.573,3.7918,3.9729,3.9859,4.0538,4.0748,4.1198,4.2623,4.287,4.3321,4.5873,4.6388,4.8058,4.8357,4.9245,4.9698,4.9881,5.0237,5.3192,5.4368,5.6021,5.6517,5.6832,5.6921,5.7176,5.7447,5.7623,5.7708,6.0066,6.1272,6.1677,6.1848,6.3521,6.3825,6.4848,6.4869,6.7874
2.158,2.2008,2.2573,2.5018,2.8125,3.1085,3.1155,3.2523,3.4099,3.4141,3.4995,3.5529,4.133,4.3178,4.3777,4.4627,4.5361,4.5575,4.7609,4.9929,5.0379,5.0747,5.2645,5.2948,5.3092,5.4761,5.4965,5.6082,5.7367,5.7571,5.8121,6.032,6.2174,6.2525,6.5288,6.5421,6.5993,6.9275,7.202,7.2278,7.4223,7.6591,7.7934,7.856,7.8889,8.2406,8.2562,8.2668,8.5084,9.059
1.889,1.9836,2.3716,3,3.0415,3.1805,3.3497,3.6425,4.0501,4.0665,4.2863,4.2868,4.5129,4.5361,4.7347,4.8088,4.9223,5.0089,5.0934,5.1307,5.4967,5.562,5.7384,5.748,5.9663,5.9846,6.1535,6.1541,6.1908,6.2814,6.308,6.3401,6.4614,6.6741,6.7489,7.1055,7.11,7.1513,7.3129,7.3373,7.3868,7.4741,7.5384,7.597,7.73,7.7655,7.9148,7.9349,8.731,9.156
1.8588,3.0415,3.0724,3.3546,3.6193,4.0882,4.1198,4.1757,4.2865,4.3689,4.6754,5.047,5.5068,5.6771,5.7334,5.747,5.7645,5.8498,5.8796,6.0002,6.0873,6.2007,6.2525,6.4002,6.5264,6.5542,6.6972,6.8522,6.9413,7.0416,7.0657,7.0984,7.1548,7.2272,7.3166,7.3204,7.4054,7.7526,7.8415,8.159,8.3081,8.38,8.4239,8.764,9.1371,9.3717,9.4021,9.5378,9.6551,9.7546
1.5186,1.8067,2.9522,3.0334,3.1085,3.1445,3.2548,3.5737,4.3036,4.4852,4.5776,4.5799,4.6644,4.7019,4.895,5.3431,5.4194,5.5094,5.5139,5.5402,5.9191,5.9867,6.0809,6.1181,6.1264,6.1535,6.2128,6.3955,6.4002,6.4422,6.4786,6.498,6.5299,7.0024,7.1627,7.2372,7.273,7.6056,7.6131,7.6877,7.8971,7.9303,8.015,8.6941,8.701,8.8536,9.0326,9.1536,9.3724,9.3979
2.158,3.2773,3.4958,3.6425,3.7018,3.9924,4.4852,4.6896,4.7004,4.7029,4.7856,4.8504,4.9226,4.9598,5.3767,5.3818,5.435,5.4871,5.6771,5.703,5.7713,6.2371,6.3415,6.3488,6.4596,6.4689,6.5004,6.5387,6.6631,6.7559,6.8236,6.9288,7.1667,7.3318,7.4568,7.5866,7.6332,7.7309,8.1167,8.2036,8.4314,8.7036,8.7125,8.802,8.9101,9.0075,9.1822,9.2071,9.4735,9.5043
1.5186,2.2573,2.4876,3.3139,3.4511,3.573,3.7018,3.8549,4.3677,4.486,4.636,4.6814,4.931,4.9469,5.0378,5.1416,5.1556,5.3523,5.4242,5.986,6.1817,6.1908,6.2182,6.2916,6.4384,6.5328,6.5369,6.6409,6.6416,6.668,7.0657,7.0871,7.1945,7.2525,7.3481,7.4365,7.504,7.6588,7.7264,8.283,8.5662,8.746,8.7627,8.8905,8.9991,9.2468,9.4625,9.6026,9.949,10.167
1.8067,2.0254,2.4876,2.64,2.8125,3.2738,3.4164,3.4958,3.6429,3.7971,4.1519,4.3946,4.5129,4.5967,4.6754,4.733,5.1636,5.289,5.3557,5.5605,5.6037,5.6365,5.6817,5.7814,5.8421,5.8558,5.8594,5.8832,5.911,6.2227,6.2879,6.3525,6.413,6.5093,6.6141,6.7489,7.0612,7.0821,7.0852,7.1802,7.2505,7.2684,7.4414,7.6533,7.6748,7.7734,8.1217,8.1344,8.243,8.278
